                                Title: B2B billing analysis Spain      Country: Spain,,,,,,,,,,,,,,,,,,,,,,
                                Description: B2B analysis,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
                                Period: Billing from 2010-07-01 to 2014-07-31,,,,,,,,,,,,,,,,,,,,,,
                                Run date: 01Aug2014,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Country,Ctry code,Customer,Boarding date,Cust nbr,Inv nbr,Inv date,Due date,Inv tot amt,Revtype,Settled date,Pmt delay,Status,Rundate,Disputenumber,Status2,Startdate,Enddate,Dispreasoncode,Dispreasoncodedesc,Invdisputedate,Resdate,Paper / Electronic
Portugal,838,Repsol,2012-06-17,00042954,  FAA1200494,29-12-2012,28-01-2013,"3,049.20",LSE,31-01-2013,3,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1209389,29-12-2012,24-03-2013,"7,882.18",GBS,21-03-2013,-3,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00035811,  FVE1300015,01-01-2013,25-03-2013,"19,75,556.11",VAR,30-04-2013,36,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00017457,  FSE1300001,03-01-2013,29-03-2013,"4,452.35",GTS,17-04-2013,19,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00017457,  FSE1300002,03-01-2013,29-03-2013,"1,23,317.13",GTS,17-04-2013,19,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1300002,08-01-2013,07-02-2013,"7,45,887.23",NCU,25-03-2013,46,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1300008,09-01-2013,08-02-2013,"4,16,714.51",NCU,12-02-2013,4,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00040975,  FIG1300298,22-01-2013,22-04-2013,"22,302.00",GBS,30-05-2013,38,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1300585,31-01-2013,26-04-2013,"3,941.09",GBS,19-04-2013,-7,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1300586,31-01-2013,26-04-2013,"44,091.95",GBS,19-04-2013,-7,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1300587,31-01-2013,26-04-2013,"17,229.98",GBS,19-04-2013,-7,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1301034,26-02-2013,22-05-2013,"17,229.98",GBS,14-05-2013,-8,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1301035,26-02-2013,22-05-2013,"44,091.95",GBS,14-05-2013,-8,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1301706,18-03-2013,11-06-2013,"2,490.91",GBS,25-07-2013,44,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1301707,18-03-2013,11-06-2013,"8,080.73",GBS,22-05-2013,-20,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1301708,18-03-2013,11-06-2013,"4,771.57",GBS,30-05-2013,-12,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00035811,  FVE1300210,21-03-2013,20-05-2013,"3,51,011.32",VAR,30-05-2013,10,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1301979,27-03-2013,20-06-2013,"44,091.95",GBS,25-07-2013,35,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1301980,27-03-2013,20-06-2013,"17,229.98",GBS,25-07-2013,35,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1300068,03-04-2013,03-05-2013,"7,60,754.50",NCU,06-06-2013,34,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1300069,03-04-2013,03-05-2013,"4,23,949.88",NCU,06-06-2013,34,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1302509,29-04-2013,23-07-2013,"44,091.95",GBS,25-07-2013,2,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1302510,29-04-2013,23-07-2013,"4,771.57",GBS,01-07-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1302511,29-04-2013,23-07-2013,"17,229.98",GBS,25-07-2013,2,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00035811,  FVE1300326,30-04-2013,07-05-2013,"12,49,556.11",VAR,27-06-2013,51,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00035811,  FVE1300327,30-04-2013,30-05-2013,"7,26,000.00",VAR,27-06-2013,28,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00017457,     8549983,10-05-2013,10-05-2013,"6,247.36",DSW,23-08-2013,105,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00017457,     8549984,10-05-2013,10-05-2013,"6,910.82",DSW,23-08-2013,105,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1303260,31-05-2013,24-08-2013,"3,941.09",GBS,20-08-2013,-4,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1303261,31-05-2013,24-08-2013,"17,229.98",GBS,20-08-2013,-4,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1303262,31-05-2013,24-08-2013,"44,091.95",GBS,20-08-2013,-4,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1303336,04-06-2013,28-08-2013,"59,088.10",GBS,06-08-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1303968,28-06-2013,21-09-2013,502.27,GBS,28-08-2013,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1303969,28-06-2013,21-09-2013,"44,091.95",GBS,25-07-2013,-58,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1303970,28-06-2013,21-09-2013,"11,817.62",GBS,28-08-2013,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1303971,28-06-2013,21-09-2013,"17,229.98",GBS,08-10-2013,17,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1300170,09-07-2013,08-08-2013,"4,23,126.22",NCU,20-08-2013,12,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304332,16-07-2013,09-10-2013,"8,161.57",GBS,17-09-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304377,22-07-2013,15-10-2013,"44,091.95",GBS,08-10-2013,-7,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304378,22-07-2013,15-10-2013,"44,091.95",GBS,08-10-2013,-7,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304379,22-07-2013,15-10-2013,"2,490.91",GBS,30-09-2013,-15,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304380,22-07-2013,15-10-2013,"44,091.95",GBS,08-10-2013,-7,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304381,22-07-2013,15-10-2013,"17,229.98",GBS,12-09-2013,-33,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304382,22-07-2013,15-10-2013,"17,229.98",GBS,08-10-2013,-7,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304560,30-07-2013,23-10-2013,"44,091.95",GBS,17-10-2013,-6,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00017457,  FVE1300529,01-08-2013,31-08-2013,"13,158.18",VAR,17-10-2013,47,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304775,19-08-2013,12-11-2013,"17,229.98",GBS,06-12-2013,24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304776,19-08-2013,12-11-2013,"16,972.17",GBS,21-10-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304777,19-08-2013,12-11-2013,"10,337.99",GBS,06-12-2013,24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1304778,19-08-2013,12-11-2013,"8,161.57",GBS,21-10-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1305038,29-08-2013,22-11-2013,"21,963.54",GBS,31-10-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1305039,29-08-2013,22-11-2013,"8,161.57",GBS,31-10-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1305219,03-09-2013,27-11-2013,"15,416.28",GBS,05-11-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1305350,11-09-2013,05-12-2013,"58,789.27",GBS,26-11-2013,-9,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1305351,11-09-2013,05-12-2013,"41,642.44",GBS,12-11-2013,-23,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1305882,30-09-2013,24-12-2013,"35,141.68",GBS,11-10-2013,-74,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1305883,30-09-2013,24-12-2013,"11,817.62",GBS,02-12-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1305884,30-09-2013,24-12-2013,"5,908.81",GBS,02-12-2013,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1305998,02-10-2013,26-12-2013,"15,416.28",GBS,03-12-2013,-23,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1305999,02-10-2013,26-12-2013,"8,161.57",GBS,03-12-2013,-23,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1306000,02-10-2013,26-12-2013,"41,642.39",GBS,03-12-2013,-23,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1306117,03-10-2013,27-12-2013,"10,520.56",GBS,03-12-2013,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1306118,03-10-2013,27-12-2013,"20,366.61",GBS,03-12-2013,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1306166,10-10-2013,03-01-2014,"35,141.68",GBS,10-12-2013,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1300262,15-10-2013,14-11-2013,"4,00,824.48",NCU,15-11-2013,1,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1306913,15-11-2013,08-02-2014,"15,416.28",GBS,15-01-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1306914,15-11-2013,08-02-2014,"41,642.39",GBS,15-01-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1306915,15-11-2013,08-02-2014,"13,577.74",GBS,15-01-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1306916,15-11-2013,08-02-2014,"13,178.12",GBS,15-01-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1306938,18-11-2013,11-02-2014,"18,937.01",GBS,20-01-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1306939,18-11-2013,11-02-2014,"8,161.57",GBS,20-01-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1307766,17-12-2013,12-03-2014,"41,642.39",GBS,18-02-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1307767,17-12-2013,12-03-2014,"15,416.28",GBS,18-02-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1307768,17-12-2013,12-03-2014,"13,577.74",GBS,18-02-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1307769,17-12-2013,12-03-2014,"8,161.57",GBS,18-02-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00053522,  FIG1307882,19-12-2013,18-01-2014,834.90,GTS,18-02-2014,31,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1308033,26-12-2013,21-03-2014,"15,416.28",GBS,25-02-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1308034,26-12-2013,21-03-2014,"8,161.57",GBS,25-02-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1308035,26-12-2013,21-03-2014,"2,720.43",GBS,25-02-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1308036,26-12-2013,21-03-2014,"3,627.23",GBS,25-02-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1308037,26-12-2013,21-03-2014,"3,394.44",GBS,25-02-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1308038,26-12-2013,21-03-2014,"6,312.33",GBS,25-02-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00035811,  FVE1300789,31-12-2013,28-02-2014,"6,41,300.00",VAR,04-03-2014,4,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00017457,  FSE1400006,06-01-2014,01-04-2014,"1,23,317.13",GTS,10-03-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00017457,  FSE1400007,06-01-2014,01-04-2014,"4,452.35",GTS,10-03-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1400087,08-01-2014,03-04-2014,"41,642.39",GBS,11-03-2014,-23,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1400088,08-01-2014,03-04-2014,"13,178.12",GBS,11-03-2014,-23,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1400089,08-01-2014,03-04-2014,"4,392.71",GBS,11-03-2014,-23,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1400090,08-01-2014,03-04-2014,"6,312.33",GBS,11-03-2014,-23,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00035811,  FVE1400045,10-01-2014,11-03-2014,"28,27,365.86",VAR,25-02-2014,-14,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1400017,28-01-2014,27-02-2014,"3,98,099.09",NCU,28-02-2014,1,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1400573,04-02-2014,30-04-2014,"15,416.28",GBS,08-04-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1400574,04-02-2014,30-04-2014,"41,642.39",GBS,08-04-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00035811,  FNL1402281,04-02-2014,01-03-2014,"16,71,293.50",TLA,13-02-2014,-16,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1400746,17-02-2014,13-05-2014,"4,220.48",GBS,23-04-2014,-20,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00035811,  FVE1400123,24-02-2014,11-03-2014,"12,10,000.00",VAR,17-03-2014,6,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00035811,  FVE1400124,24-02-2014,11-03-2014,"16,17,365.86",VAR,17-03-2014,6,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1400973,27-02-2014,23-05-2014,"15,416.28",GBS,29-04-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1401182,04-03-2014,28-05-2014,"41,642.39",GBS,06-05-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00017457,  FSE1400123,07-03-2014,31-05-2014,"1,23,317.13",GTS,04-07-2014,34,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00017457,  FSE1400124,07-03-2014,31-05-2014,"4,452.35",GTS,04-07-2014,34,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1401788,02-04-2014,26-06-2014,"15,416.28",GBS,02-07-2014,6,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1401789,02-04-2014,26-06-2014,"41,642.39",GBS,02-07-2014,6,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00060744,  FBF1400504,11-04-2014,10-06-2014,"9,176.80",MAN,,51,Open,31-07-2014,000011382,CLOSED,2014-04-16,2014-07-08,B3,CUSTOMER PURCHASE ORDER ISSUE,2014-04-16,08/07/2014,E-invoice
Portugal,838,Repsol,2012-06-17,00060744,  FBF1400504,11-04-2014,10-06-2014,"9,176.80",MAN,,51,Open,31-07-2014,000011613,ASSIGNED,2014-07-29,,P3,WRONG PO ON INVOICE,2014-07-29,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1400091,14-04-2014,14-05-2014,"3,92,079.20",NCU,20-05-2014,6,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1402429,06-05-2014,30-07-2014,"15,416.28",GBS,08-07-2014,-22,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1402467,08-05-2014,01-08-2014,"41,642.39",GBS,08-07-2014,-24,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1400122,21-05-2014,20-06-2014,"5,96,450.88",NCU,01-07-2014,11,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1403061,03-06-2014,27-08-2014,"15,416.28",GBS,,-27,Open,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1403062,03-06-2014,27-08-2014,"41,642.39",GBS,,-27,Open,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00092162,  FSE1400417,30-06-2014,29-08-2014,"58,080.00",GBS,25-07-2014,-35,Settled,31-07-2014,000011572,CLOSED,2014-07-10,2014-07-26,B3,CUSTOMER PURCHASE ORDER ISSUE,2014-07-10,26/07/2014,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1403753,02-07-2014,25-09-2014,"41,642.39",GBS,,-56,Open,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00046945,  FIG1403754,02-07-2014,25-09-2014,"15,416.28",GBS,,-56,Open,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1400180,16-07-2014,15-08-2014,"3,97,633.93",NCU,,-15,Open,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1400181,16-07-2014,15-08-2014,"5,96,450.88",NCU,17-07-2014,-29,Settled,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Repsol,2012-06-17,00054231,  FBO1400183,17-07-2014,30-08-2014,"5,96,450.88",NCU,,-30,Open,31-07-2014,,,,,,,,,E-invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9503759,02-07-2010,01-08-2010,"36,719.24",GTS,08-09-2010,38,Settled,31-07-2014,000001957,CLOSED,2010-08-05,2010-08-06,Q1,CLARIFICATION NEEDED,2010-08-05,    6/8/10,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9503760,02-07-2010,01-08-2010,"51,224.98",GTS,27-08-2010,26,Settled,31-07-2014,000001957,CLOSED,2010-08-05,2010-08-06,Q1,CLARIFICATION NEEDED,2010-08-05,    6/8/10,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9503801,05-07-2010,04-08-2010,"1,69,752.02",GTS,13-08-2010,9,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9503802,05-07-2010,04-08-2010,"27,774.23",GTS,13-08-2010,9,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9503827,07-07-2010,06-08-2010,"1,131.11",GTS,27-08-2010,21,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9503828,07-07-2010,06-08-2010,"7,377.07",GTS,24-09-2010,49,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00045155,  FNL4112408,05-08-2010,01-09-2010,426.91,TLA,11-11-2010,71,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9504436,24-08-2010,23-09-2010,"27,774.23",GTS,04-10-2010,11,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9504437,24-08-2010,23-09-2010,"1,69,752.02",GTS,04-10-2010,11,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9504483,25-08-2010,24-09-2010,"1,596.76",GTS,09-11-2010,46,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9504484,25-08-2010,24-09-2010,"14,699.33",GTS,04-10-2010,10,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9504629,31-08-2010,30-09-2010,"42,933.12",GTS,08-10-2010,8,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9504782,03-09-2010,03-10-2010,"1,69,752.02",GTS,09-11-2010,37,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00045155,  FNL4113750,06-09-2010,01-10-2010,426.91,TLA,11-11-2010,41,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9504861,07-09-2010,07-10-2010,"27,774.23",GTS,18-10-2010,11,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9504919,13-09-2010,13-10-2010,"20,920.60",GTS,21-10-2010,8,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00045155,  FNL4115570,05-10-2010,01-11-2010,426.91,TLA,13-12-2010,42,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9505590,07-10-2010,06-11-2010,"1,69,752.02",GTS,19-11-2010,13,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9505591,07-10-2010,06-11-2010,"27,774.23",GTS,19-11-2010,13,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9505800,28-10-2010,27-11-2010,"2,004.53",GTS,01-12-2010,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9505801,28-10-2010,27-11-2010,86.52,GTS,01-12-2010,4,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9506085,04-11-2010,04-12-2010,"27,774.23",GTS,13-12-2010,9,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9506086,04-11-2010,04-12-2010,"1,69,752.02",GTS,20-12-2010,16,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00045155,  FNL4116980,04-11-2010,01-12-2010,426.91,TLA,10-01-2011,40,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9506096,05-11-2010,05-12-2010,344.89,GTS,31-12-2010,26,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9506683,02-12-2010,01-01-2011,46.26,GTS,14-01-2011,13,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9506684,02-12-2010,01-01-2011,"2,466.66",GTS,14-01-2011,13,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9506685,02-12-2010,01-01-2011,"27,774.23",GTS,10-01-2011,9,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00055233,  FIG9506686,02-12-2010,01-01-2011,"1,69,752.02",GTS,10-01-2011,9,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00045155,  FNL4118425,03-12-2010,01-01-2011,426.91,TLA,08-02-2011,38,Settled,31-07-2014,,,,,,,,,Paper invoice
Portugal,838,Unilever,2013-06-06,00045155,  FNL4119417,10-12-2010,01-01-2011,81.04,TLA,20-12-2010,-12,Settled,31-07-2014,,,,,,,,,Paper invoice
